,0
1907,Tanzkurse und Trainings sind ab dem 19. April 2021 auch für Erwachsene wieder erlaubt ➔ 
1908,GesundheitTäglich aktuelle Corona-Zahlen und Regeln für Speyer: Hier erfahren Sie die neuesten RKI-Daten zum Coronavirus von 7-Tage-Inzidenz bis Intensivbetten-Auslastung sowie Neuinfektionen... 
1909,Geimpfte kaum betroffen - Jüngere aber schon 
1910,"Was Corona betrifft, muss ich sagen, dass diese Regierung mich verloren hat. Ich erwarte nichts mehr, hoffe nichts mehr, habe mich innerlich von der Politik abgewendet. Ich versuche nur noch irgendwie, es nicht zu kriegen durch Isolation und wünsche allen das Beste. "
1911,"Oma ist gestern im Pflegeheim an #COVID19 gestorben.PDL rief bei mMutter an&amp;fragte, ob ok wenn Corona nicht auf Totenschein vermerkt würde;wäre so viel Mehraufwand. In Absprache mit Angehörigen&amp;ÄrztInnen wird das in letzter Zeit weggelassen WTF?! #Erzgebirge #CoronaVirusDE"
1912,"Ich hab schon eine Weile nicht mehr geschrieben, wie die Situation bzgl. #COVID19 bei uns im Haus ist. Hier also ein kleines Update:\n\nUnsere ICU ist seit etwa 10 Tagen 'Covid frei'....aber was bedeutet das?\n-&gt; Thread"
1913,"So Österreich, Stadt Wien, was wird f Kids getan? Speziell für die, wo es noch keinen Impfstoff gibt? "
1914,"""Andere Bundesländer wie Baden-Württemberg und Hessen haben sich entschieden, von der Priorisierung abzuweichen und Lehrer vorzuziehen, die nordrhein-westfälische Landesregierung will das bisher nicht"" #NRW #Laschet #Versagen\n "
1915,"Widerspruch, @username sind nicht DAS Problem, sondern die Nichteinhaltung von Hygieneregeln. WO das passiert, ist IRRELEVANT. \n\nDarum: Analyse des Infektionsgeschehens.\nAnsteckungsrisiko mit angem. Maßnahmen einschränken und Tests statt pauschaler Quarantäne &amp; Verbote. "
1916,"Zahlen zum #CoronaVirusSH: Inzidenz bei 47,7 (Datenstand: 31.8.) #CoronaVirusDE "
1917,"BPK:\n\n@username „Ich bin hier heute das Abschreckungsbeispiel für LongCovid. … Meine Infektion war im Januar. Ich war 3x geimpft, also ich war ziemlich frisch geboostert, und seitdem bin ich krank.“\n\nAbschreckung für LC oder für die Booster-Impfung bei jungen Menschen?\n\n "
1918,#Herdenimmunität am Arsch! #Stoehrfall \n\n#Sommerwelle #CovidIsNotOver\n#WirWollenInfektionsschutz #WirWollenMaskenpflicht 
1919,Laut #INSA-Studie will sich mehr als Hälfte der Ungeimpften grundsätzlich nicht impfen lassen 67% davon geben mangelndes Vertrauen in die Impfstoffe als Begründung an. Diesen Standpunkt muss die Bundesregierung akzeptieren!\n 
1920,"Virologe Drosten: ""Ostern ist die Pandemie nicht beendet"" #Coronavirus #ChristianDrosten"
1921,#Coronavirus: Internationale Grüne Woche im Januar ohne Publikum geplant 
1922,"Die vierte Welle hat am 11.7, vor 40 Tagen, begonnen und die geänderte Dynamik war ca. eine Woche vorher absehbar. Seit einem Monat ist die Dynamik stabil (Wachstum):\n "
1923,"Auch heute unterwerfe ich mich wieder der Ausgangssperre, die in Bayern gilt. Und wieder denke ich: Was für eine Anmaßung des Staates, darüber zu befinden, wie lange ich an Weihnachten mit meinen Eltern zusammen sein kann. #COVID19 #corona @username"
1924,"""Wenn ich meinen Test ab Oktober selbst zahlen soll, weil ich mich nicht impfen lassen möchte, möchte ich auch nicht, dass meine Steuerabgaben für Impfungen zur Verfügung gestellt werden. Dann soll auch jeder seine Impfung selber zahlen. Ist ja schließlich freiwillig.""\n#COVID19"
1925,Genau Und Studien warnen: Omikron BA.2 ist die bislang gefährlichste Covid-Variante\n\n#Ba2 #Studie #Omikron \n#HOC #Coronavirus\n#COVID19\n#SARSCoV2\n#Drosten\n#Impfpflicht\n\n 
1926,"""#Versorgungsengpass bei Obst u. Gemüse befürchtet. Die verschärften Einreisebedingungen könnten zu Engpässen bei der Versorgung mit Obst &amp; Gemüse führen. Es sei so kaum noch möglich, etwa Früchte aus Spanien nach D zu importieren"". #Verschwörungsmythen\n \n "
1927,"Im Seniorenheim Stephanus-Haus der Diakonie in #Lingen sind 3 Mitarbeiter und ein Bewohner positiv auf das #coronavirus getestet worden, darunter eine ungeimpfte Person. Auch in der Kita St. Barbara gibt es Infektionsfälle.\n#COVID19 #COVID19de\n#Corona \n "
1928,"Die Inzidenzwerte bei den Schulkindern arbeiten sich an den Wert 7.000 ran.\nJa, wir haben immer noch Pandemie "
1929," Die wussten also, was kommt...\n\n""Der Krisenstab, so heißt es bei Multipolar, ""wurde demnach bereits am 6. Januar 2020 einberufen – zu einem Zeitpunkt, als keine Rede vom Coronavirus"" gewesen sei.""\n "
1930,#CoronaInfo – Ein schwerer Verlauf der Krankheit COVID-19 kann verschiedene Ursachen haben. Einen neuen Aspekt haben wir in einer aus Charité/HU Berlin geleiteten Studie gefunden. Dabei wird durch die Virusinfektion eine fehlgeleitete Immunantwort ausgelöst. … (1/9)
1931,"Der Mann, Prof. Dr. irgendwas, #Impfgegner, Maßnahmengegner, Redner auf Demos, wollte kein Versuchskaninchen sein, ""vermutlich"" gebildet.\nUnd das nach 1 1/2 Jahren #Corona #COVID19 Problematik. Kannste dir nicht ausdenken.\n#Querdeppen #Querdenker #LasstEuchImpfen "
1932,".@username schildert die aktuelle #COVID19 Situation an der Charité und erklärt, was die zu erwartende #Triage bedeutet.\n\nDas Videozitat ist geschnitten, um die Twitter-Zeitvorgaben zu erfüllen. Der gesamte Vortrag v. 30.10 kann hier aufgerufen werden:\n "
1933,#Covid19 - #CoronaVirus und #GrippeWelle treffen aufeinander - was nun zu tun ist:\n\n#impfen #impfstoff #gesundheit #leben \n\n 
1934,"Stand der Forschung zu oft symptomlos verlaufenden Covid-19 Herzschäden Eine bislang unbekannt hohe Anzahl von Patienten entwickelt Herzentzündungen. Bei SarsCoV viel häufiger als bei Grippe, Dauerschäden nicht ausgeschlossen. Für Sportler sehr relevant "
1935,"Drosten kennt nur Abstand, keinen Anstand. #COVID19"
1936,"Varianten-Alarm von @username \nDie Variante B.1.617.2 (Indien) wird als besorgniserregende Variante eingestuft, neben P.1 und B.1.351\nEs gebe Evidenz für erhöhte Übertragbarkeit\nHälfte der Fälle könne nicht auf Kontakt mit Reisenden zurückgeführt werden -&gt; Community Transmission "
1937,"Bitte, irgendjemand beende diesen Irrsinn. Ich halte es nicht mehr aus. So eine kann man sich doch gar nicht mehr ausdenken! Analabstriche könnt ihr bei euch selbst machen ihr Perverslinge... "
1938,"Bei den #COVID19-Todesfällen, bezogen auf die Bevölkerungszahl, hat #Deutschland die #USA überholt und der Virologe, #SchmidtChanasit, fragt sich: Wie konnte es soweit kommen?\n\nHerr Schmidt-#Chanasit, Sie haben mit - offenen #Schulen - dazu beigetragen. "
1939,"Am kommenden Montag in NRW die Schulen für den Wechselunterricht zu öffnen und dafür ungeimpfte Lehrkräfte einzusetzen, halte ich für eine der fatalsten politischen Entscheidungen in dieser Pandemie. \n\n#LockdownJetzt "
1940,"Je mehr Menschen sich jetzt Impfen lassen, desto weniger werden schwer an Covid-19 erkranken und desto mehr Freiheiten könnten wir uns im Herbst erlauben. "
1941,"Das ist Prof. Dr, Werner Müller.\nOffenbar hochgebildet.\nTrotzdem ein #CoroNazi.\nJetzt liegt er im Krankenhaus.\nErkrankt an Covid19.\nBekommt kaum Luft.\nEinsicht 0,0.\nVielleicht wird er sterben.\nIch hoffe er wird wider gesund.\nKörperlich und geistig.\n\n "
1942,Das Mittagsmagazin Spezial zum Coronavirus nachhören. Gänsbacher empfiehlt: Lassen Sie sich impfen!\n 
1943,Covid19 7-Tage-Inzidenz in Nordrhein-Westfalen (7.7.2022) 
1944,"Das wird an zum Teil statistischen Schwankungen liegen, die immer auftreten. \nBei der destatis Auswertung zu den wöchentlichen Sterbefallzahlen kann man auch eine Korrelation zwischen den gesamten Todesfällen und den durch Covid-19 feststellen. "
1945,"Verfassungsschutz kommt Sache auf die Spur, über die Journalist:innen seit Monaten schreiben. "
1946,Und solche Typen sitzen dann im NDR-Corona-Podcast und erklären den Menschen die Welt. \n\n 
1947,"Erste Impfdosen in Italien angekommen + Lkw-Stau bei Dover löst sich allmählich auf + ""Querdenken"" verzichtet vorerst auf Großdemonstrationen. Aktuelle Meldungen rund um das #Coronavirus in unserem Ticker. "
1948,"Aus einer französischen Apotheke: ""Homöopathische Drainage des Impfstoffs Covid19 Moderna. Frühestens einen Monat nach der Impfung: `Isotherapeutikum Moderna(R)`, eine Einzeldosis pro Woche über 4 Wochen in chronologischer Reihenfolge."" (37,25 CHF pro Dosis, rund 140 Euro). "
1949,"Die Zulassung der BA.5-Impfstoffe war voreilig. Notwendig wäre verbesserter Schutz vor schwerem #COVID19, insbesondere Hochaltriger; Antikörpertests an Mäusen belegen das nicht. Das veränderte Spikeprotein könnte Nebenwirkungsrate verringern oder erhöhen:\n "
1950,"In der Corona-Impfkampagne zählt eine Gruppe doppelt: die Mütter von Kindern und Jugendlichen. Bei ihnen ist die Impfbereitschaft am niedrigsten. Das könnte sich für Berlin zu einem Problem auswachsen, denn in Deutschland sind 16 Prozent der Bevölkerung. "
1951,Wie viele Kinder sind nochmals so in einer Schul/Kindergartengruppe?\n\n#BildungAberSicher 
1952,"Aufwachen !! Dieser Mann setzt seinen guten Ruf aufs Spiel den er sich weltweit erarbeitet hat indem er versucht euch wachzurütteln #Covid19 .....und was setzen Spahn , Merkel und Co aufs Spiel ? Ihre selbstbeschlossenen hohen Pensionen ? Der Ruf ist jedenfalls schon miserabel."
1953,Unfassbar. Für was bedanken die sich? 
1954,"Tagesschau in ein paar Tagen:\n'Die niedrige 7 Tage Inzidenz von 5000 des milden Coronavirus trägt dazu bei, dass das öffentliche Leben zum erliegen kommt'"
1955,"Verband amerikanischer Ärzte und Chirurgen: COVID-Impfung gefährden Millionen von Menschenleben. \n30 Millionen Menschen haben sich in den USA von COVID-19 erholt und besitzen nun eine natürliche Immunität. Für sie bedeuten die Impfungen nur ein Risiko, aber keinen Nutzen. "
1956,"(Thread) Seit 18.1. können sich alle 7.356 MitarbeiterInnen der 356 städtischen Kindergärten wöchentlich auf COVID-19 testen lassen (Gurgeltest). Erste Runde ist durch: 4.098 Tests abgenommen, davon nur 10 positiv (0,24%) und\n67 Proben noch in Auswertung.\n#CoronavirusAT #wien"
1957,"Seehofer kann jetzt auch einfach mal weg, das wird doch nichts mehr, seien wir doch mal ehrlich. "
1958,Divi-Präsident #UweJanssens beantwortet es heute: Bis Mai 2021. Dem Virus sind politische Entscheidungen wurscht. Impfung dauert bis Spätsommer.\n\nZur Info: Der Mangel an Pflegekräften könnte sich 2021 noch verstärken. #Corona #Coronavirus 
1959,"Die Coronazahlen für Lippe für den 04.04.2022\n\nIm Kreis Lippe gibt es insgesamt 83.104 bestätigte Coronafälle, damit sind seit Freitag 956 weitere Fälle bekannt. 551 Personen sind verstorben. Ein 76-Jähriger, der das Coronavirus in sich getragen hat, ist… "
1960,"Diese Zahlen des BMG sind bemerkenswert. Während der (eher milden) Grippesaison im Frühjahr 2019 waren 26.000 Menschen mit akuten Atemwegserkrankungen hospitalisiert. Keiner hat's bemerkt, das System hat es weggesteckt. Am Höhepunkt im Pandemiejahr 2020 waren es 14.000. "
1961,"„Es kann keine Langzeitwirkungen geben, der Impfstoff ist ja nach wenigen Stunden abgebaut“\n\nNeues Paper: vollständige Moderna RNA-Sequenzen nachweisbar nach mindestens 28 Tagen…\n\n "
1962,Mittlerweile werden die Toten gar nicht mehr erwähnt. 
1963,Spanien behandelt Corona jetzt wie eine normale Krankheit. Bei einem positiven Test muss niemand mehr zu Hause bleiben. 
1964,"Ein Patient aus Connecticut trägt seit 473 Tagen eine aktive Covid-Infektion mit sich herum und hat in dieser Zeit drei neue Linien „ausgebrütet“.\n\nDas untermauert die These, dass neue Varianten in asymptomatischen Langzeitreservoirs entstehen.\n\n "
1965,Die Sommerwelle bricht und die Hitze bleibt aus?\n\nUnd @username empfiehlt die Impfung für gesunde Kinder unter 11 Jahren. \nWeshalb eigentlich?\n\nWas für ein Tag. \n\nNach meiner Überzeugung ist eine #COVID19 Impfung für gesunde Kinder entbehrlich.
1966,"So, erste Impfung gegen #COVID19 im Impfzentrum Korbach des #Landkreis #Waldeck-#Frankenberg erhalten. Solch ein organisiertes Gewimmel und Betrieb hätte ich bei solch einem relativ kleinen Landkreis nicht erwartet. Es ging sehr zügig, wenn es gehakt hat, dann nur durch schlecht"
1967,"#SARSCoV2 erzeugt Amyloid in der zerebralen Rückenmarksflüssigkeit und kann so einen potenziellen Mechanismus darstellen, der den Zusammenhang zwischen persistierenden und latenten/reaktivierenden Gehirninfektionen und neurodegenerativen Erkrankungen… \n\n#COVID19 #LongCovid "
1968,DT Kordula Schulz-Asche: Die ganze Rede zu #Impfstoff #Covid19 folgt. 
1969,Das Mitwirken eines Germanisten am viel beachteten Strategiepapier „Wie wir COVID-19 unter Kontrolle bekommen“ wirft Fragen auf. Pikant: Otto Kölbl steht auf der Gehaltsliste der Kommunistischen Partei Chinas. Von Kai Rebmann. 
1970,"Das Gesundheitsministerium hat keine Informationen darüber, ob das Coronavirus für Kinder unter 5 Jahren überhaupt gefährlich ist. Außerdem gibt es keine Informationen zum möglichen Nutzen der Impfung für unter 5-Jährige.\nWas Lauterbach und Co. hier veranstalten ist hochkriminel "
1971,"Die Zahl der Covid19-Patienten, die intensivmedizinisch behandelt werden, sinkt auf 4375 (Stand 12 Uhr).\n\n niedrigster Wert seit dem 10. Dezember. \n\nDie Zahl der Covid19-Patienten, die beatmet werden müssen, sinkt auf 2410.\n\n niedrigster Wert seit dem 4. Dezember. "
1972,"#COVID19 Wachstumsraten der 7-Tages-Fallzahlen (07.07.2021)\n\n Nach Bundesländern im Thread\n\n Keine Reduktion mehr.\n Wachstum in vielen Bundesländern (HB, HE, NI ️, NW, RP, SH, ST). "
1973,"Tag 290: ""Morning Coffee"" #Deutschland #Corona Update: 17/12 10:10 #Do\n\n222 Todesfälle + 8.608 neue #Coronavirus Fälle in Deutschland von 99*/401 LKs\n\n Donnerstag: 28.521 Fälle, 540 Todesfälle\n\n#StillCounting #StaySafe"
1974,Unsere Kinder dürfen keine #LOCKDOWN-Opfer werden!!! #Corona in Deutschland: #Schulen nächstes Lockdown-Opfer? Hamburg verlängert Ferien spürbar 
1975,"Leider müssen viele erst am eigenen Leib erfahren, dass auch für uns junge und fitten Menschen #Covid unlustig ist. Es gehört aber auch Größe dazu, als Prominenter das öffentlich so zuzugeben. Danke dafür. #ImpfenSchuetzt "
1976,Welche Folgen eine frühe zweite Astrazeneca-Impfung hat 
1977,"Im Koma wegen Covid-19 - Jonas Lüscher: «Wenn ich Coronademos sehe, macht mich das wütend» - Kultur - SRF "
1978,"#COVID19 - Mir hunn en neie Moment vun der Pandemie erreecht. Fir d’éischte Kéier zanter dem éischte Corona-Fall an eisem Land huet all Bierger zu Lëtzebuerg d’Méiglechkeet krut fir sech impfen ze loossen. 74,2% vun de Lëtzebuerger hunn hire Choix scho getraff. "
1979,Worauf es bei Masken ankommt\n\n 
1980,"Das schädlichste für die Wirtschaft und damit für uns alle ist (und war), die Pandemie nicht zu bremsen. Wir zahlen nicht nur mit Leben sondern auch mit Bruttosozialprodukt für epidemiologische Ignoranz. #Corona #Covid19 #Trump #Bolsonaro ..."
1981,"""Auch wenn heute die Anschnallquote in Deutschland bei ca. 98% liegt, hatten die Männer damals die Angst um ihre Freiheit und die Frauen um ihren weiblichen Körper und ihre Anziehsachen.""\n\n#Gurtpflicht #Impfen #Corona #COVID19 "
1982,Corona-Impfungen in Deutschland: Reicht eine Rechtsverordnung? #Coronavirus #Impfstoff #Merkel #Spahn
1983,"Am Freitag startet der @username unter Pandemiebedingungen in seine #Sommersaison 2021. Um eine Ausbreitung des #Coronavirus zu verhindern, gelten für alle #Freizeitpark-Besucher diese Regeln: "
1984,"Schade, dass der einfachste Weg \nmeist in die falsche Richtung führt. "
1985,Eine interessante Abfassung zur Sicherheit C19 -Impfung in der Schwangerschaft! Fazit: Die Impfung ist ist sicher und außer emotionalem Geschwurbel und unwissenschaftlichem Beiträgen gibt es nichts Handfestes was dagegen spräche. 
1986,Coronavirus in Berlin: Intensivstationen in neun Kliniken ausgelastet 
1987,Sieht ohne Panikmache gleich anders aus...#Corona #COVID19 #medien #propaganda #Politik @username @username 
1988,Was wir über Long Covid wissen #Coronavirus #LongCovid
1989,"Prof. Dr. Gernot Marx: ""Angesicht der Zahlen verstehe ich es überhaupt nicht, dass man über Sinn und Unsinn einer einzelnen Corona-Maßnahme hin und her diskutiert. Dafür fehlt uns Intensivmedizinern jegliches Verständnis, denn es sterben Tag für Tag Patienten bei uns!"" #Covid19 "
1990,"#autoscaling und #nachschub war leider nicht im SLA. Die Pharma Mafia jammert schon, weil die Briten auf die Idee gekommen sind die Dosen zu splitten und jetzt könnten ja die Pharma Hersteller weniger geld/leben im Profit Center ""Covid19"" machen. "
1991,#Coronavirus in #Ukraine: 1.974 Neuinfektionen binnen des Tages\n\n 
1992,#COVID19 #COVID19at \nImmer noch gibt es weder die 8-Uhr- noch die 9:30-Daten!
1993,"#Covidioten \n#COVID19 \n\nDanke Robin, die Information muss direkt unter den Tweet, damit auch die Leser von Herrn Gersemann seine Leistung bewerten können\n\n "
1994,"Die ersten Menschen werden in Deutschland gegen das #Coronavirus geimpft. Dass sie bald mehr dürfen als Ungeimpfte, lehnen CDU und SPD ab. Doch es gibt Regelungslücken. #mittelhessen\n "
1995,"Neue Corona-Regel in #England \n#Kinder, die nur ""leichte COVID-#Symptome"" haben, wie Schnupfen, Halsschmerzen oder leichten #Husten und sich gut genug fühlen, dürfen in den #Kindergarten, die #Schule, oder zum College gehen - ohne #Test, ohne #Maske #twlz "
1996,"Die Zahl der Todesopfer ist in Dänemark auf den höchsten Stand seit dem 10.02.20 gestiegen, als zuletzt 10 Covid-19 Todesfälle in 24 h gemeldet wurden. Der Gesundheitsminister forderte die Epidemiekommission auf zu prüfen, ob die pandemische Lage wieder ausgerufen werden soll."
1997,Satire geht immer!\n#mademyday\n\n#Laschet #COVID19 
1998,Still und leise hat sich die Zahl der an Covid-19 verstorbenen Kinder und Jugendlichen in den letzten Wochen bundesweit auf 74 erhöht. Anfang Februar waren es noch 57.\n\n 
1999,Im deutschen Bundesland #Bayern gelten wegen der hohen Auslastung der Intensivstationen ab heute Sonntag verschärfte #COVID19 -Regeln @username \n\n 
2000,Leider immer noch ein riesiges Problem. Deutschland braucht hier einen Kulturwandel in der klinischen Forschung. Recovery wurde in 9 Tagen konzipiert. In 2 Monaten wurden an 176 Kliniken über 10.000 Patient*innen rekrutiert/randomisiert (Quelle kann ich raussuchen). Via @username 
2001,"Warum werden Eltern, die ihre Kinder vor vermeidbaren Infektionen mit COVID-19 schützen wollen als ängstlich hingestellt?\nSIE TUN DOCH NUR IHREN JOB!! \n\n#ZeroCovid #NoCovid #schütztunsereKids\n#StayHome #SichereBildung \n\nPräsenzpflicht und Eigenverantwortung widersprechen sich!"
2002,Auch gerade für Menschen mit kleineren Köpfen ein guter Tipp! 
2003,"Sagmal euch in der @username haben sie literweise ins Hirn geschissen, oder? Stellt euch am besten mit einem hustenden Engländer in eine Gondel. Failed state in Pandemiezeiten. Währenddessen sitzen 98% daheim um das in den Griff zu kriegen. #covid19 #Covidioten "
2004,"Diese Studie fasziniert mich. Demnach sind die Antikörper einer vergangenen Covid19 Infektion gegen die Brasilianische Mutante (P.1) ähnlich wirksam wie gegen die aus England (B.1.1.7). Wirksamkeit in beiden Fällen um den Faktor 3 reduziert, was kein starker Abfall ist. 1/5 "
2005,"""Die meisten Kinder, die sich im Krankenhaus befinden und dort positiv auf das Coronavirus getestet wurden, sind nicht wegen einer Covid Erkrankung hospitalisiert. ""\n\n "
2006,"Verfassungsschutz kommt Sache auf die Spur, über die Journalist:innen seit Monaten schreiben. "
2007,"Also müsste Covid19 eigentlich in die Krankheitsgruppe der respiratorischen Erkrankungen, da wo die Influenza und andere sind.\n\nUnd wie sieht es da mit den Zahlen aus? Kumuliert man die denn auch so schön wie bei Covid19?"
2008,"Weltweite Datensammlung von UNESCO, UNICEF, Weltbank &amp; OECD zu Schulschließungenwegen COVID-19: wird von der OECD so bewertet: \n""the data... show no relationship between the extent of school closures and COVID-19 infection rates...) "
2009,1/4 Verwendung von #Antigen-#Schnelltests und #Selbsttests: Kommunikationsempfehlungen und Tipps von @username @username und @username im #EpidBull &amp; begleitenden Flyer:\n\n #Testen #SARS_CoV_2 
2010,"Zahlenpädagogik in Medien zu Corona-Sterbefällen\nweckt Ansteckungs-/ Berührungsängste, die unmittelbar auf soziale Beziehungen zurückwirken.\nWir werden misstrauischer, gehen nicht nur äußerlich, sondern auch innerlich auf Abstand. \nTweet 1/2\n#coronavirus \n#LockdownJetzt \n#Corona "
2011,"Die ersten gut funktionierenden Corona Luft Analyse Geräte kommen auf den Markt. Da Coronaviren bleiben werden, und nicht immer weiter getestet werden kann, erlauben die Geräte in Zukunft wahrscheinlich die Überwachung der Luft in Schulen oder Betrieben "
2012,Tragischer Tod: Zittauer Chefarzt erliegt Folgen seiner Corona-Infektion - FOCUS Online 
2013,"Wissenschaftlicher Disput ist nötig. @username verlangt zurecht #Langzeitstrategie (seit April versprochen) Im 11. Monat #Coronapandemie #COVID19 bieten Bund, Länder nur #lockdown. Ausgangssperre wird verhängt, #Museum zu, aber Homeoffice anordnen geht nicht? #Profitgier? "
2014,"Ich hatte die Leute, die sich nicht impfen, als ""enthirnt"" bezeichnet und dafür jede Menge Hate abbekommen. Es tut mir leid: Ich habe vergessen zu sagen, dass es darüber hinaus auch einfach nur asozial ist. #COVID19 #Impfpflicht"
2015,Der Sonderweg der Schweiz stösst weltweit auf Beachtung - man wundert sich über die Entscheidung gegen den Strom. \nDies wird uns vermutlich sehr viel kosten .\n#NichtMeinBundesrat\n 
2016,"Es ist höchste Zeit die Rechte am geistigen Eigentum der Covid-19 Impfstoffe global auszusetzen um armen Ländern die Chance zu geben, Impfungen für die eigene Bevölkerung nicht erst 2023, sondern schon sehr viel früher ausrollen zu können.\n\n "
2017,"Gerinnsel von #COVID19-Patienten sind dichter, steifer und weniger porös als Gerinnsel von nicht infizierten Personen. \nFibrinogen ist ein Gerinnungseiweiß und der wesentliche Baustein für Blutgerinnsel. #COVID-Patienten produzieren nicht nur mehr Fibrinogen - sie…\n\n#LongCovid"
2018,"Sehr wichtige Untersuchung. Sollte sich ein Zusammenhang bestätigen, gibt es ernsthaften Erklärungsbedarf von Seiten der Entscheidungsträger &amp; vielen #SARSCoV2 #COVID19 „Experten“. Hepatitis-Fälle bei #Kindern: WHO prüft Zusammenhang mit Coronavirus "
2019,Gilt das auch als #Rassismus?\n\n#Gruene #Baerbock #SED/#Linke #SPD #Scholz #Merkel #Giffey #Fluechtlinge \n#Deutschland #Berlin #COVID19 #coronavirus #lockdown \n\n“Dunkelhäutige” Jugendliche greifen Mutter und Baby an – Kind schwer verletzt - 
2020,LongCovid Verhinderung muss Teil unserer Herbststrategie sein. 
2021,"Ja, dieses Weihnachten ist anders.\nJa, dieses Jahr ist es teilweise hart.\n\nAber bitte seid nicht wie mein Schwiegervater. Bitte nehmt das CoronaVirus ernst und fangt nicht erst an, wenn es Freunde oder Familie trifft.\n\nBleibt gesund.\nFrohe Weihnachten!\n(10/10)"
2022,"""Die Task Force hat am 15. Dezember 2020 kommuniziert, dass aus ihrer Sicht strenge, flächendeckende Massnahmen angezeigt sind. Das Auftauchen der wahrscheinlich noch ansteckenderen Virus-Variante VOC 202012/01 erhöht diese Dringlichkeit zusätzlich."" "
2023,"Ich bin dafür, mindestens diese Gruppen, aber auch Polizisten gehören dazu. "
2024,"Herr Krause, danke. Ich bin seit langem entsetzt, dass wir es innerhalb eines Jahres nicht schaffen, eine vernünftige Datengrundlage zu schaffen. z.B. Gesamtzahl der Testungen, Testungen, der selben Person usw.\n#COVID19\n#Lockdown\n "
2025,"Die Europäische Arzneimittel-Agentur Ema hat jetzt den ersten Impfstoff gegen das Coronavirus zugelassen. Es handelt sich um ein Präparat, das das Mainzer Unternehmen Biontech zusammen mit dem US-Konzern Pfizer herstellt. "
2026,Pandemie: Coronavirus: Kroatien meldet Höchstwert an Neuinfektionen 
2027,"Die Sonne scheint, der Frühling naht - ein Thread zur Ansteckungsgefahr mit #covid19 im Freien, besonders mit der Variante #B117.\n\nDrei Dinge sind klar:\n- draußen ist die Ansteckungswahrscheinlichkeit deutlich geringer\n- sie ist nicht null\n- #b117 ist deutlich ansteckender\n\n1/14"
2028,"Coronavirus-Impfstoff Hersteller Johnson &amp; Johnson:\n""Jonson &amp; Jonson zahlte 2012 Geldbußen von über 1,1 Milliarden Dollar""\nArbeitgeber des Ehemannes von Mai Thi Nguyen-Kim, YouTuberin ""im Auftrag des Mainstream"" - Merck:\n""Merck zahlte 2007 wegen Betrugs 670 Millionen Dollar"""
2029,"Wichtig ist hier noch anzumerken, dass der reine Nachweis von Antikörpern nichts über den Schutz vor #SARSCoV2 Infektion aussagt. Auch kann man nicht zuverlässig sagen, ob sie von Impfung, Infektion oder Kombi aus beidem stammen. Ein hohes Infektionsgeschehen ist trotzdem möglich "
2030,"Meine Sicht, in einer solchen Pandemie sollten Staaten bzw. EU das Patent abkaufen und weltweit verschenken. Quasi „Open Source“ für Vaccine #COVID19 #Vaccin #opensource"
2031,"Manche Menschen entwickeln nach einer Coronainfektion Langzeitbeschwerden. Wie kommt das? Langsam mehren sich die Hinweise darauf, dass Virusreserevoirs im Körper dazu beitragen könnten – unter anderem im Darm und im Gehirn. #Covid19 "
2032,"Der @username bringt wohl unreflektiert Formulierungen zustande: ""Im derzeitigen Lockdown unterstütze Amazon zehntausende kleine und mittlere Unternehmen in Deutschland, indem es ihnen ermögliche, ihre Produkte online zu verkaufen.""\n\nDoch Amazon tat das auch vor Covid19 auch."
2033,"In #Bayern sind die #Inzidenzen stark angestiegen – die Stadt #Muenchen verzeichnet einen Wert von 1233,9. Das hat Folgen für die Krankenhäuser.\n "
2034,Coronavirus-Mutation in Niedersachsen nachgewiesen 
2035,"Mir wird ""Panikmache"" vorgeworfen, weil ich zB weitere 12.000 Covid-19 Tote seit 1. August bis Jahresende befürchte. \n\nHeute beklagen wir 10.183 Covid-19 Tote seit 1.8.22\nTäglich sterben 107 Menschen durch Corona - Tendenz steigend. In den letzten drei Tagen kamen 551 Tote dazu"
2036,Drei Mutationen müssen eingedämmt werden #p1 #B117 #B1351 #YesToNoCovid 
2037,"Tagesendstand 06/01**\n\nAm heutigen #Donnerstag wurden 310* neue #Corona Todesfälle gemeldet. \n7-Tage-Schnitt: 241*\n\nDazu 56.650* neue #Coronavirus Fälle in \n7-T-Inzidenz: 307,9*\n91,5 % der LKs haben gemeldet\n\nLW Do.: 41.458 Fälle, 389 Todesfälle\n\n#StaySafeStayHealthy "
2038,"Ob es tatsächlich so einfach ist, halte ich für diskussionswürdig. Man könnte aber endlich mal flächendeckend auf Inhalationen mit dem Pariboy hinweisen. Ich bin bislang die einzige, die das hier macht. "
2039,#LHPlatter: „Mit 24.000 #Covid19-Impfdosen genügend Impfdosen für Tiroler Wohn- und Pflegeheime im Jänner.“ \nDie Impfungen starten #inTirol voraussichtlich in der ersten Jänner-Hälfte. #Coronavirus via unserlandtirol
2040,"Ich sperre mich monatelang ein, gehe kaum aus dem Haus, lasse mich impfen, trage Maske wo immer es geht, desinfiziere meine Hände, fasse kaum irgendwo etwas an, damit ein paar Spinner auf der Straße rumhopsen und #Covid19 in die Länge ziehen können. \n\nGehts eigentlich noch?"
2041,"Mit 1,4 Mrd. Einwohnern hat China tatsächlich zwei ""Coronatote"" unbekannten Alters zu beklagen.\n\nChinas Strategie, die westliche Kultur mit solchem Nonsens plattzumachen, verfängt allerdings nicht mehr. Gut so!\n "
